Id,SalePrice
1680,326637.2
1681,258706.2
1682,292257.16
1683,179888.16
1684,175872.6
1685,172071.11
1686,178031.0
1687,168877.62
1688,181631.19
1689,186441.0
1690,189706.77
1691,183198.39
1692,273853.22
1693,168646.19
1694,179131.94
1695,169584.61
1696,274040.4
1697,170921.98
1698,395469.6
1699,336410.22
1700,251815.92
1701,266904.94
1702,265164.5
1703,248566.98
1704,309994.34
1705,233286.78
1706,425429.47
1707,210493.16
1708,201730.22
1709,294944.8
1710,227336.92
1711,249645.3
1712,265416.22
1713,269669.34
1714,217380.23
1715,203268.31
1716,178876.0
1717,180680.34
1718,142167.05
1719,194262.75
1720,243683.55
1721,177690.66
1722,135937.34
1723,159320.39
1724,223892.97
1725,246361.25
1726,186675.89
1727,154471.34
1728,185342.17
1729,160782.11
1730,170114.38
1731,118598.43
1732,135147.9
1733,121295.34
1734,126484.49
1735,130859.93
1736,115733.81
1737,352982.25
1738,209903.6
1739,321119.34
1740,233778.14
1741,181709.3
1742,163350.52
1743,172662.72
1744,294134.16
1745,218034.17
1746,231029.94
1747,238648.3
1748,220117.03
1749,149429.88
1750,130808.27
1751,245685.73
1752,124295.37
1753,151857.98
1754,210581.9
1755,166110.64
1756,130603.68
1757,125230.22
1758,144881.03
1759,165621.3
1760,164949.19
1761,144763.33
1762,167749.03
1763,173045.64
1764,115805.445
1765,183802.55
1766,187906.62
1767,226158.97
1768,147267.95
1769,176075.86
1770,144357.1
1771,133352.31
1772,138081.95
1773,126419.42
1774,127016.93
1775,137468.11
1776,133080.8
1777,115523.96
1778,141276.27
1779,116172.24
1780,183509.89
1781,131592.9
1782,98020.12
1783,133898.0
1784,98444.45
1785,115735.23
1786,151555.3
1787,162351.97
1788,63998.56
1789,101880.42
1790,88478.04
1791,170994.34
1792,155674.16
1793,131214.5
1794,144456.17
1795,136732.16
1796,122429.59
1797,118883.3
1798,125328.25
1799,121850.02
1800,133923.97
1801,132466.69
1802,146500.88
1803,156535.94
1804,136221.23
1805,136954.84
1806,110020.73
1807,131202.62
1808,122657.93
1809,122639.49
1810,138540.7
1811,99430.266
1812,100050.17
1813,116632.82
1814,99806.74
1815,61363.062
1816,95447.99
1817,107541.17
1818,140414.52
1819,117258.41
1820,54137.973
1821,117189.48
1822,147422.17
1823,35231.76
1824,140467.0
1825,128480.914
1826,89778.914
1827,100030.38
1828,135763.92
1829,122646.13
1830,143030.67
1831,188229.22
1832,81773.195
1833,142662.77
1834,119340.98
1835,158204.92
1836,132539.19
1837,92310.64
1838,124457.65
1839,84494.77
1840,144392.75
1841,139819.42
1842,73113.25
1843,131595.39
1844,138388.83
1845,135023.92
1846,157233.66
1847,157329.72
1848,59295.684
1849,123875.12
1850,128293.37
1851,157686.52
1852,131329.92
1853,134007.95
1854,173985.14
1855,138460.45
1856,218996.45
1857,176508.47
1858,138436.53
1859,128080.17
1860,147100.31
1861,128080.17
1862,318678.84
1863,317712.03
1864,317712.03
1865,327828.62
1866,329785.2
1867,254593.58
1868,309549.78
1869,202350.67
1870,261498.08
1871,245339.78
1872,169089.12
1873,233367.62
1874,134813.02
1875,213674.03
1876,192906.83
1877,222597.16
1878,209116.4
1879,136577.5
1880,134362.89
1881,229918.23
1882,256957.83
1883,189764.39
1884,205852.81
1885,269607.06
1886,310431.44
1887,207267.7
1888,292611.38
1889,168226.27
1890,127722.67
1891,137266.9
1892,112562.97
1893,125239.125
1894,134265.31
1895,142484.97
1896,123390.64
1897,102488.92
1898,112456.31
1899,158097.98
1900,166015.02
1901,172771.67
1902,144242.95
1903,221019.95
1904,152136.78
1905,193892.69
1906,177955.64
1907,213240.6
1908,116652.54
1909,131432.95
1910,119066.31
1911,208123.6
1912,298756.22
1913,141269.89
1914,67140.14
1915,296950.3
1916,67871.664
1917,273984.53
1918,137758.88
1919,159400.9
1920,155803.25
1921,441128.47
1922,333030.6
1923,200720.25
1924,202029.03
1925,216253.14
1926,401078.2
1927,134275.78
1928,166282.92
1929,127266.09
1930,132852.17
1931,144676.42
1932,132297.78
1933,170324.67
1934,176624.39
1935,174141.47
1936,179448.1
1937,178450.75
1938,177865.48
1939,244634.1
1940,194809.6
1941,168880.31
1942,173862.5
1943,212152.17
1944,321463.4
1945,379726.6
1946,149486.78
1947,295336.03
1948,184750.69
1949,232774.34
1950,181952.53
1951,268498.25
1952,212243.73
1953,159448.58
1954,202297.14
1955,133131.12
1956,296873.72
1957,163746.92
1958,311145.75
1959,132225.11
1960,116553.52
1961,117702.766
1962,101397.87
1963,107871.375
1964,105987.59
1965,146663.0
1966,160306.97
1967,277855.6
1968,424931.38
1969,401943.03
1970,456453.97
1971,440163.44
1972,386526.94
1973,276107.97
1974,308376.94
1975,379029.44
1976,269625.5
1977,353515.84
1978,385254.28
1979,341128.72
1980,188094.83
1981,344615.28
1982,231135.0
1983,214189.14
1984,172407.62
1985,213004.98
1986,213708.55
1987,180158.34
1988,171415.31
1989,190519.03
1990,220383.1
1991,211791.62
1992,211748.08
1993,169453.53
1994,251259.75
1995,187205.97
1996,248634.48
1997,318279.22
1998,355104.8
1999,253544.47
2000,315443.56
2001,254829.44
2002,225694.92
2003,246527.17
2004,273660.06
2005,228518.02
2006,231571.95
2007,249597.27
2008,205163.25
2009,181830.23
2010,196468.17
2011,148488.02
2012,178248.67
2013,181369.22
2014,181649.56
2015,204929.23
2016,187187.17
2017,200081.11
2018,114398.28
2019,131026.15
2020,111517.15
2021,112472.21
2022,184290.45
2023,136187.33
2024,223253.27
2025,376155.47
2026,179203.58
2027,148837.9
2028,159848.11
2029,165045.19
2030,286873.94
2031,251447.11
2032,264970.53
2033,276448.7
2034,167800.39
2035,205034.83
2036,195277.6
2037,200489.39
2038,306908.1
2039,230102.03
2040,375714.66
2041,261840.33
2042,196951.16
2043,174073.25
2044,173849.72
2045,201730.9
2046,141093.48
2047,153450.03
2048,136304.84
2049,140058.27
2050,185309.16
2051,109110.016
2052,131175.78
2053,147452.95
2054,84199.414
2055,166738.0
2056,126842.914
2057,121882.805
2058,216475.45
2059,130986.92
2060,174135.22
2061,184116.39
2062,133516.84
2063,115564.0
2064,141801.17
2065,123657.23
2066,171498.12
2067,115472.45
2068,144921.7
2069,92617.07
2070,109206.61
2071,97882.67
2072,135576.58
2073,139690.42
2074,188805.06
2075,152969.69
2076,127886.71
2077,149096.94
2078,131867.64
2079,135309.06
2080,120325.31
2081,125217.9
2082,135488.7
2083,142784.64
2084,113088.34
2085,122690.37
2086,134931.86
2087,117170.52
2088,99063.28
2089,71623.27
2090,135024.72
2091,122715.22
2092,130720.484
2093,114727.94
2094,137544.64
2095,148883.64
2096,81065.6
2097,92871.76
2098,149076.88
2099,67178.55
2100,99865.89
2101,119741.32
2102,139459.38
2103,100089.266
2104,123361.74
2105,122876.055
2106,72293.125
2107,231886.89
2108,115571.33
2109,117118.93
2110,137045.9
2111,160172.6
2112,138064.69
2113,112799.5
2114,108331.99
2115,149315.31
2116,122807.81
2117,149820.84
2118,116268.64
2119,96912.766
2120,106995.65
2121,103926.1
2122,102051.26
2123,91505.02
2124,184969.92
2125,132569.25
2126,145099.34
2127,155882.64
2128,121812.89
2129,108249.22
2130,137586.22
2131,155575.27
2132,118534.39
2133,121129.75
2134,122065.625
2135,105464.484
2136,64094.156
2137,119507.95
2138,128644.234
2139,160498.2
2140,134658.3
2141,142536.0
2142,128062.5
2143,142999.77
2144,134757.75
2145,133272.17
2146,166399.03
2147,153298.17
2148,134355.69
2149,144607.11
2150,211366.2
2151,132005.14
2152,186251.14
2153,166687.81
2154,111771.99
2155,139492.5
2156,265842.44
2157,231064.88
2158,247032.89
2159,220076.38
2160,176510.6
2161,242803.58
2162,423795.3
2163,348214.25
2164,248860.69
2165,180842.03
2166,141605.36
2167,220754.14
2168,197420.02
2169,198239.73
2170,218603.47
2171,144148.47
2172,139214.58
2173,160914.16
2174,236592.84
2175,334205.3
2176,311528.4
2177,249895.53
2178,211878.34
2179,138160.27
2180,218936.19
2181,194025.8
2182,212432.73
2183,189658.73
2184,130255.76
2185,114098.86
2186,146507.6
2187,154707.97
2188,157781.25
2189,217209.83
2190,91258.18
2191,91838.01
2192,98845.63
2193,109180.44
2194,106255.61
2195,114693.16
2196,103945.445
2197,111673.875
2198,172329.58
2199,172648.58
2200,145178.95
2201,151140.22
2202,216907.19
2203,153954.69
2204,178177.03
2205,105379.45
2206,146499.0
2207,207474.84
2208,264389.5
2209,213840.72
2210,128098.72
2211,120354.9
2212,113362.28
2213,102072.125
2214,125828.35
2215,103099.164
2216,149057.22
2217,103083.2
2218,67602.91
2219,80463.78
2220,71247.875
2221,295699.72
2222,250935.5
2223,267249.47
2224,210863.14
2225,127010.18
2226,200110.84
2227,197233.4
2228,255461.12
2229,248839.97
2230,149994.0
2231,223291.89
2232,181593.52
2233,169975.5
2234,247393.6
2235,214592.55
2236,286789.3
2237,355925.2
2238,216029.11
2239,126350.28
2240,156429.69
2241,163431.12
2242,133071.42
2243,127718.49
2244,112738.21
2245,108654.93
2246,145230.5
2247,120177.91
2248,127228.15
2249,128193.27
2250,136600.83
2251,129188.68
2252,181252.36
2253,151260.55
2254,173112.14
2255,177899.78
2256,189458.94
2257,198656.23
2258,175479.05
2259,173153.66
2260,171460.97
2261,194025.55
2262,218465.95
2263,330853.5
2264,354255.0
2265,174876.9
2266,274342.6
2267,385979.6
2268,379929.22
2269,148688.14
2270,190116.9
2271,224542.52
2272,200171.34
2273,158022.42
2274,170734.1
2275,170583.23
2276,185613.05
2277,184838.39
2278,149142.58
2279,121608.63
2280,127188.82
2281,164727.33
2282,180978.39
2283,105800.99
2284,102217.59
2285,161826.39
2286,126179.125
2287,346126.8
2288,275036.03
2289,394206.3
2290,459360.84
2291,311300.97
2292,432402.97
2293,490802.03
2294,434296.94
2295,453817.62
2296,279907.25
2297,304790.9
2298,302290.28
2299,408833.84
2300,336012.2
2301,268290.16
2302,238503.03
2303,253885.39
2304,248257.27
2305,179449.98
2306,173327.16
2307,179014.3
2308,225778.08
2309,268289.22
2310,224237.14
2311,198075.38
2312,172705.86
2313,173194.86
2314,185560.33
2315,174773.2
2316,187078.67
2317,171771.58
2318,170012.53
2319,181431.03
2320,183613.67
2321,242450.14
2322,178856.52
2323,184211.77
2324,169572.25
2325,203644.7
2326,166141.39
2327,215079.38
2328,231511.42
2329,179460.25
2330,169935.44
2331,356829.38
2332,417477.5
2333,327681.94
2334,256979.23
2335,258669.4
2336,333083.66
2337,195785.55
2338,287004.5
2339,223685.42
2340,415350.66
2341,209041.23
2342,237142.19
2343,221791.97
2344,233020.16
2345,239488.55
2346,228758.31
2347,196956.75
2348,235685.69
2349,169119.52
2350,272901.84
2351,246177.11
2352,252933.48
2353,225474.88
2354,142633.69
2355,163641.42
2356,151562.78
2357,192507.64
2358,182130.38
2359,119037.06
2360,116310.88
2361,143371.73
2362,264462.44
2363,135212.25
2364,165073.62
2365,225233.36
2366,212223.48
2367,233451.75
2368,215072.66
2369,222742.08
2370,164508.77
2371,166311.84
2372,189493.47
2373,270652.12
2374,312929.22
2375,259655.8
2376,283727.25
2377,375631.72
2378,138742.81
2379,188784.4
2380,141757.88
2381,157388.25
2382,194206.9
2383,197157.47
2384,247748.48
2385,162181.92
2386,135809.38
2387,136087.64
2388,115247.71
2389,128450.45
2390,145321.47
2391,143860.6
2392,119201.086
2393,176013.56
2394,144431.88
2395,203603.0
2396,133076.19
2397,211274.88
2398,135226.12
2399,66465.73
2400,60564.39
2401,112391.48
2402,139711.75
2403,142112.69
2404,149487.92
2405,151878.0
2406,140404.08
2407,131160.22
2408,143215.39
2409,125901.625
2410,173783.66
2411,121842.42
2412,160413.02
2413,134147.9
2414,133891.52
2415,136799.89
2416,132379.92
2417,135445.67
2418,125810.87
2419,117974.11
2420,123586.46
2421,141601.88
2422,123090.2
2423,129202.11
2424,160722.72
2425,209815.11
2426,132868.19
2427,129999.8
2428,180680.6
2429,117252.63
2430,133307.94
2431,107682.07
2432,146921.3
2433,147031.72
2434,142339.42
2435,148955.28
2436,112048.32
2437,107880.46
2438,128453.22
2439,110783.09
2440,116964.61
2441,103352.3
2442,101089.25
2443,121480.23
2444,121949.53
2445,77047.836
2446,136266.94
2447,185447.42
2448,133906.16
2449,102120.2
2450,143721.94
2451,117453.01
2452,210633.8
2453,101132.55
2454,128836.984
2455,127027.25
2456,135235.5
2457,125216.56
2458,115919.414
2459,102262.53
2460,132283.64
2461,104044.555
2462,134029.14
2463,116497.41
2464,165617.88
2465,123396.27
2466,105464.21
2467,146271.1
2468,70457.15
2469,69337.64
2470,187391.7
2471,215830.16
2472,159071.83
2473,117930.74
2474,95624.48
2475,227807.7
2476,108786.89
2477,124371.99
2478,164952.22
2479,107394.87
2480,150351.7
2481,119497.164
2482,132261.39
2483,113270.93
2484,118679.04
2485,124000.67
2486,154322.16
2487,187620.25
2488,163100.14
2489,150045.4
2490,156742.67
2491,98840.99
2492,178544.3
2493,152664.88
2494,157204.62
2495,86065.67
2496,234142.05
2497,148608.83
2498,113508.836
2499,103742.7
2500,129253.234
2501,137594.23
2502,155331.34
2503,95344.93
2504,169323.73
2505,229648.28
2506,262642.72
2507,323300.3
2508,263014.2
2509,208884.27
2510,226876.25
2511,181177.36
2512,198356.89
2513,210399.5
2514,243522.67
2515,140793.14
2516,159407.03
2517,134730.08
2518,145037.55
2519,220143.81
2520,206616.03
2521,188174.02
2522,221879.61
2523,127656.32
2524,139149.0
2525,144289.16
2526,134177.66
2527,114898.88
2528,132810.8
2529,130821.63
2530,125778.42
2531,254991.38
2532,226780.73
2533,194058.23
2534,227218.81
2535,338718.6
2536,241900.95
2537,241893.36
2538,183300.94
2539,190600.61
2540,170262.75
2541,183148.69
2542,158356.62
2543,123088.13
2544,131031.77
2545,131770.16
2546,136561.45
2547,145398.56
2548,150630.73
2549,164970.75
2550,317551.4
2551,137266.9
2552,129114.54
2553,77118.234
2554,110836.26
2555,127226.914
2556,103596.46
2557,114969.875
2558,146214.55
2559,139354.22
2560,136390.02
2561,157469.78
2562,136969.62
2563,152982.88
2564,190443.48
2565,152802.48
2566,158714.75
2567,134530.88
2568,194111.33
2569,198687.7
2570,125992.445
2571,188920.69
2572,182186.69
2573,208250.62
2574,280804.47
2575,123475.66
2576,130649.516
2577,151079.6
2578,87255.766
2579,70482.83
2580,121420.336
2581,117680.26
2582,104071.516
2583,273634.2
2584,159100.97
2585,184111.44
2586,227923.52
2587,213862.12
2588,160149.4
2589,146732.9
2590,210388.75
2591,213400.88
2592,208922.95
2593,241011.66
2594,177634.4
2595,209764.64
2596,337356.53
2597,184211.77
2598,266551.47
2599,320736.03
2600,186360.25
2601,140851.53
2602,83088.016
2603,103828.59
2604,93440.766
2605,73344.47
2606,142232.27
2607,178441.83
2608,199374.42
2609,163025.61
2610,120806.4
2611,130220.72
2612,152046.23
2613,129602.445
2614,125608.195
2615,147658.08
2616,140885.36
2617,186717.23
2618,200621.53
2619,199907.4
2620,184411.75
2621,180370.31
2622,182117.27
2623,250642.75
2624,284327.66
2625,324357.53
2626,167711.22
2627,184576.7
2628,461254.25
2629,518699.2
2630,376771.12
2631,473377.0
2632,459955.78
2633,309426.47
2634,400365.53
2635,154464.75
2636,185593.44
2637,177640.02
2638,256648.14
2639,179039.0
2640,152582.2
2641,101428.02
2642,192813.53
2643,103201.84
2644,121755.79
2645,104494.984
2646,101269.15
2647,104899.45
2648,145024.55
2649,145492.67
2650,154405.94
2651,142468.08
2652,408568.53
2653,242737.97
2654,237449.86
2655,387056.44
2656,340762.88
2657,339435.75
2658,282461.97
2659,320444.78
2660,334642.22
2661,357771.28
2662,357027.4
2663,263839.53
2664,262232.16
2665,327779.47
2666,291264.78
2667,169022.9
2668,179734.33
2669,167276.06
2670,309226.8
2671,183117.11
2672,192719.03
2673,211375.55
2674,205563.52
2675,178025.12
2676,184367.42
2677,189765.84
2678,261125.23
2679,283079.6
2680,287660.2
2681,430398.78
2682,367415.2
2683,522501.72
2684,316953.0
2685,365442.1
2686,250111.64
2687,321196.94
2688,226620.83
2689,225183.38
2690,454063.62
2691,178763.84
2692,141129.48
2693,197021.58
2694,143794.2
2695,189091.55
2696,184614.31
2697,185174.47
2698,186229.61
2699,170865.44
2700,154083.83
2701,148170.61
2702,109768.77
2703,141299.62
2704,139641.8
2705,119812.1
2706,117823.25
2707,127317.01
2708,139629.08
2709,115511.086
2710,128871.24
2711,284750.2
2712,378052.03
2713,175319.36
2714,159086.34
2715,162482.72
2716,157907.77
2717,185742.86
2718,229973.42
2719,154644.72
2720,176492.64
2721,136334.25
2722,153346.88
2723,143934.28
2724,128224.016
2725,136606.25
2726,142757.39
2727,183291.27
2728,160727.86
2729,151946.81
2730,144175.66
2731,130717.97
2732,129771.16
2733,165236.75
2734,148247.86
2735,132103.17
2736,136287.6
2737,125823.09
2738,136799.89
2739,158384.84
2740,135576.78
2741,149343.17
2742,145596.61
2743,142341.88
2744,158091.75
2745,141627.78
2746,141320.47
2747,153635.14
2748,126876.836
2749,125605.63
2750,139235.14
2751,136639.77
2752,205280.25
2753,149164.14
2754,210981.02
2755,124030.93
2756,100631.38
2757,73653.28
2758,87796.73
2759,153272.22
2760,123789.91
2761,144014.58
2762,142675.89
2763,196137.8
2764,162402.7
2765,273236.9
2766,130073.01
2767,93584.25
2768,137752.53
2769,137899.45
2770,159710.0
2771,119896.82
2772,121825.6
2773,150351.83
2774,141122.7
2775,121868.58
2776,133535.77
2777,153455.1
2778,134341.27
2779,120691.25
2780,94987.07
2781,93628.27
2782,88056.58
2783,99954.91
2784,123342.72
2785,123200.75
2786,78358.87
2787,120011.8
2788,75301.195
2789,204929.55
2790,88217.5
2791,111923.75
2792,61915.094
2793,171772.58
2794,101307.66
2795,108700.07
2796,99884.945
2797,194457.2
2798,119534.086
2799,108712.39
2800,60088.918
2801,111698.984
2802,140229.55
2803,168807.75
2804,136706.95
2805,105645.43
2806,83472.766
2807,171090.0
2808,152019.03
2809,134251.06
2810,133162.28
2811,158767.05
2812,145730.8
2813,143923.69
2814,149811.55
2815,107562.68
2816,228492.67
2817,150850.08
2818,132607.88
2819,171043.95
2820,134518.2
2821,107178.83
2822,197801.5
2823,279101.1
2824,168722.97
2825,164316.61
2826,132991.31
2827,143121.95
2828,208967.94
2829,191917.23
2830,225019.27
2831,183559.33
2832,242637.14
2833,284759.5
2834,207016.48
2835,202070.28
2836,189965.17
2837,163231.1
2838,148110.2
2839,177416.3
2840,206165.23
2841,202104.27
2842,219078.86
2843,148170.9
2844,154319.17
2845,122522.55
2846,205844.33
2847,198376.81
2848,229782.22
2849,201939.92
2850,291583.1
2851,231190.23
2852,230397.75
2853,240294.48
2854,137788.8
2855,204620.86
2856,201116.5
2857,187785.95
2858,207366.78
2859,130761.14
2860,129199.29
2861,137615.45
2862,196836.6
2863,133227.98
2864,248572.3
2865,142468.84
2866,154590.88
2867,97512.016
2868,100189.97
2869,108484.57
2870,137648.33
2871,84407.664
2872,51903.207
2873,107817.57
2874,142927.17
2875,114104.46
2876,170719.64
2877,133957.33
2878,170909.78
2879,148271.4
2880,92855.12
2881,151116.38
2882,172157.34
2883,196722.53
2884,201496.05
2885,195755.48
2886,213673.25
2887,100101.4
2888,123384.445
2889,49666.47
2890,85718.086
2891,135023.34
2892,59534.188
2893,91480.1
2894,68172.63
2895,312802.22
2896,281898.28
2897,197920.03
2898,151120.55
2899,225112.53
2900,154405.16
2901,212957.94
2902,188668.66
2903,340290.0
2904,377054.16
2905,96846.35
2906,208722.4
2907,104843.7
2908,130298.03
2909,148751.97
2910,90240.69
2911,83088.016
2912,143754.53
2913,89979.36
2914,80232.29
2915,85181.625
2916,89433.58
2917,157979.33
2918,123326.94
2919,238175.48
